TN Newsprint,,₹244.904.00(1.66%),₹222.00,"₹1,536",
DB Corp,,₹90.750.70(0.78%),₹86.60,"₹1,533",
Honda Power Prods,,"₹1,604.3521.80(1.38%)","₹1,510.50","₹1,532",
Titagarh Wagons,,₹122.35-0.25(0.20%),₹127.70,"₹1,526",
Vadilal Industries,,"₹2,348.3534.35(1.48%)","₹2,118.85","₹1,522",
Max Ventures & Inds,,₹103.20-0.90(0.86%),₹103.10,"₹1,516",
Dhampur Sugar Mills,,₹227.901.45(0.64%),₹228.30,"₹1,515",
Gulshan Polyols,,₹249.30-15.30(5.78%),₹291.35,"₹1,510",
Thanga Mayil Jewel,,"₹1,128.30-2.95(0.26%)","₹1,099.10","₹1,507",
Lloyds Steels Inds,,₹14.75-0.75(4.84%),₹15.15,"₹1,497",
Va Tech Wabag,,₹249.80-3.10(1.23%),₹240.45,"₹1,495",
Monte Carlo Fashions,,₹727.005.65(0.78%),₹720.70,"₹1,494",
Welspun Enterprises,,₹111.153.35(3.11%),₹99.70,"₹1,494",
TVS Srichakra,,"₹2,242.2079.35(3.67%)","₹1,951.55","₹1,494",
Nelco,,₹638.75-4.40(0.68%),₹648.15,"₹1,478",
Sunflag Iron,,₹83.801.20(1.45%),₹82.05,"₹1,478",
Huhtamaki India,,₹192.700.80(0.42%),₹195.30,"₹1,474",
INEOS Styrolution,,₹818.900.20(0.02%),₹837.50,"₹1,472",
Reliance Inds Infra,,₹958.90-10.90(1.12%),₹972.20,"₹1,468",
Veranda Learning,,₹256.40-6.00(2.29%),₹261.65,"₹1,459",
Confidence Petro,,₹54.10-0.15(0.28%),₹51.30,"₹1,456",
GMR Power,,₹26.80-0.20(0.74%),₹23.90,"₹1,442",
Jagran Prakashan,,₹57.852.90(5.28%),₹54.20,"₹1,429",
Sandhar Technologies,,₹241.50-4.30(1.75%),₹236.40,"₹1,422",
Subex,,₹43.903.95(9.89%),₹25.85,"₹1,421",
Punjab Alkalies&Chem,,₹0.000.00(0.00%),₹293.10,"₹1,421",
Ashiana Housing,,₹149.505.55(3.86%),₹138.70,"₹1,419",
ITD Cementation,,₹86.350.00(0.00%),₹82.50,"₹1,417",
GRM Overseas,,₹388.1023.55(6.46%),"₹1,180.35","₹1,416",
AVT Natural Prod,,₹92.152.05(2.28%),₹92.60,"₹1,410",
Mangalore Chemical,,₹123.950.00(0.00%),₹118.30,"₹1,402",
KCP,,₹109.601.30(1.20%),₹108.75,"₹1,402",
Cressanda Solution,,₹35.00-0.35(0.99%),₹34.55,"₹1,390",
GOCL Corp,,₹286.30-4.25(1.46%),₹280.55,"₹1,390",
Texmaco Rail,,₹41.200.00(0.00%),₹43.15,"₹1,388",
Grauer & Weil,,₹64.451.00(1.58%),₹61.05,"₹1,384",
RPSG Ventures,,₹543.6511.30(2.12%),₹519.10,"₹1,382",
Sirca Paints India,,₹544.059.10(1.70%),₹503.75,"₹1,380",
Andhra Paper,,₹388.05-1.85(0.47%),₹346.60,"₹1,378",
SJS Enterprises,,₹441.655.20(1.19%),₹448.95,"₹1,366",
Cigniti Technologies,,₹536.207.60(1.44%),₹500.25,"₹1,363",
Accelya Solutions,,"₹1,087.70-2.25(0.21%)",₹912.50,"₹1,362",
Bajaj Hindusthan Sugar,,₹10.950.10(0.92%),₹10.65,"₹1,360",
Zen Technologies,,₹186.70-7.85(4.03%),₹171.65,"₹1,359",
Lumax Industries,,"₹1,431.40-9.75(0.68%)","₹1,442.80","₹1,348",
Onmobile Global,,₹122.550.80(0.66%),₹127.55,"₹1,347",
Ganesha Ecosphere,,₹632.258.40(1.35%),₹617.20,"₹1,345",
Force Motors,,"₹1,047.25-0.60(0.06%)","₹1,021.15","₹1,345",
Kirloskar Industries,,"₹1,376.30-19.30(1.38%)","₹1,366.05","₹1,338",
Seshasayee Paper,,₹240.75-4.65(1.89%),₹211.85,"₹1,336",
Wonderla Holidays,,₹280.4014.70(5.53%),₹236.05,"₹1,335",
CARE Ratings,,₹461.95-1.15(0.25%),₹450.55,"₹1,335",
Banco Products,,₹195.202.55(1.32%),₹186.40,"₹1,333",
JTL Infra,,₹208.00-0.75(0.36%),₹219.20,"₹1,326",
JMC Projects,,₹84.553.85(4.77%),₹78.85,"₹1,323",
NXT Digital,,₹407.651.35(0.33%),₹392.65,"₹1,322",
Expleo Solutions,,"₹1,436.3031.15(2.22%)","₹1,287.65","₹1,320",
Solara Active Pharma,,₹377.25-11.25(2.90%),₹366.45,"₹1,319",
Heritage Foods,,₹292.206.25(2.19%),₹284.00,"₹1,317",
NRB Bearings,,₹140.30-4.45(3.07%),₹133.90,"₹1,297",
Karda Constructions,,₹16.550.00(0.00%),₹209.95,"₹1,291",
Power Mech Projects,,₹991.659.30(0.95%),₹878.25,"₹1,291",
Kalyani Steels,,₹298.25-2.80(0.93%),₹295.70,"₹1,290",
Gokul Agro Resources,,₹82.000.55(0.68%),₹89.85,"₹1,285",
Precision Camshafts,,₹130.550.40(0.31%),₹134.50,"₹1,277",
Sportking India,,₹869.35-8.70(0.99%),₹912.70,"₹1,268",
GNA Axles,,₹601.2534.55(6.10%),₹591.15,"₹1,268",
EIH Asso Hotels,,₹412.101.65(0.40%),₹413.80,"₹1,260",
PIX Transmission,,₹923.45-14.20(1.51%),₹923.10,"₹1,257",
Guj Inds Power Co,,₹86.852.55(3.02%),₹82.70,"₹1,250",
Renaissance Global,,₹120.35-1.50(1.23%),₹661.75,"₹1,249",
Shalby,,₹120.654.10(3.52%),₹116.15,"₹1,242",
Ugro Capital,,₹173.805.35(3.18%),₹175.30,"₹1,236",
Asian Star Co,,₹764.00-34.55(4.33%),₹799.95,"₹1,234",
Bajaj Healthcare,,₹388.90-0.30(0.08%),₹893.30,"₹1,233",
JSW Ispat Spl Prod,,₹28.500.10(0.35%),₹26.20,"₹1,230",
MPS,,₹688.5016.50(2.46%),₹717.75,"₹1,227",
KPI Green Energy,,₹668.955.35(0.81%),₹676.85,"₹1,222",
Shalimar Paints,,₹166.853.25(1.99%),₹168.60,"₹1,217",
Shriram Properties,,₹74.90-1.90(2.47%),₹71.60,"₹1,216",
BF Utilities,,₹331.25-0.80(0.24%),₹323.00,"₹1,216",
Chemcon Speciality,,₹333.40-1.20(0.36%),₹331.80,"₹1,215",
Vindhya Telelinks,,"₹1,112.2038.55(3.59%)","₹1,020.60","₹1,209",
Tilaknagar Inds,,₹79.45-1.10(1.37%),₹76.20,"₹1,209",
Orchid Pharma,,₹314.101.65(0.53%),₹296.20,"₹1,209",
Manorama Inds,,"₹1,160.1019.45(1.71%)","₹1,124.25","₹1,206",
Geojit Financial,,₹48.800.25(0.51%),₹50.15,"₹1,198",
Satia Industries,,₹113.60-1.55(1.35%),₹119.40,"₹1,194",
India Power Corp,,₹12.60-0.25(1.95%),₹12.25,"₹1,192",
Quick Heal Tech,,₹208.80-0.40(0.19%),₹205.10,"₹1,190",
Dolat Algotech,,₹67.90-0.55(0.80%),₹67.65,"₹1,190",
Sasken Technologies,,₹787.85-4.70(0.59%),₹789.00,"₹1,186",
TTK Healthcare,,₹851.4012.55(1.50%),₹834.60,"₹1,179",
Foseco India,,"₹1,761.55-47.95(2.65%)","₹1,835.90","₹1,172",
Sangam India,,₹262.650.90(0.34%),₹269.20,"₹1,168",
Kesoram Industries,,₹46.900.40(0.86%),₹47.55,"₹1,164",
KILPP,,₹28.400.00(0.00%),₹28.40,"₹1,164",
Alicon Castalloy,,₹738.75-4.05(0.55%),₹718.15,"₹1,157",
Nitin Spinners,,₹212.352.30(1.09%),₹205.65,"₹1,156",
Oriental Hotels,,₹73.055.80(8.62%),₹64.65,"₹1,154",
Pitti Engineering,,₹361.755.05(1.42%),₹358.60,"₹1,149",
Himatsingka Seide,,₹122.101.25(1.03%),₹116.40,"₹1,146",
Arman Financial Serv,,"₹1,171.85-12.55(1.06%)","₹1,339.65","₹1,137",
Dynamatic Tech,,"₹1,942.6087.20(4.70%)","₹1,782.05","₹1,130",
Polo Queen Indl.,,₹56.80-1.55(2.66%),₹168.25,"₹1,130",
Nahar Spinning Mills,,₹317.156.65(2.14%),₹312.50,"₹1,127",
Bodal Chemicals,,₹94.350.05(0.05%),₹91.95,"₹1,126",
PNB Gilts,,₹67.750.75(1.12%),₹62.35,"₹1,122",
Ester Industries,,₹133.752.60(1.98%),₹134.55,"₹1,122",
TARC,,₹36.85-0.05(0.14%),₹38.00,"₹1,121",
Xpro India,,₹792.00-0.35(0.04%),₹948.20,"₹1,120",
Avadh Sugar & Energy,,₹521.10-1.25(0.24%),₹558.60,"₹1,118",
Kingfa Science,,₹968.204.00(0.41%),₹920.95,"₹1,115",
Bajaj Healthcare,,₹390.150.25(0.06%),₹403.55,"₹1,113",
Shivalik Rasayan,,₹859.206.45(0.76%),₹767.60,"₹1,112",
Navkar Corporation,,₹72.40-0.50(0.69%),₹73.15,"₹1,101",
Elpro International,,₹0.000.00(0.00%),₹61.80,"₹1,100",
Nucleus Software,,₹415.500.25(0.06%),₹410.45,"₹1,098",
Patel Engineering,,₹23.90-0.55(2.25%),₹23.45,"₹1,093",
DFM Foods,,₹211.70-3.05(1.42%),₹217.10,"₹1,091",
NGL Fine Chem,,"₹1,687.70-36.45(2.11%)","₹1,716.90","₹1,088",
Ramky Infrastructure,,₹170.10-4.30(2.47%),₹156.80,"₹1,085",
Kabra Extrusion,,₹357.2510.50(3.03%),₹338.25,"₹1,085",
Bhagiradha Chem,,"₹1,243.40127.65(11.44%)","₹1,041.95","₹1,084",
Renaissance Global,,₹120.35-1.50(1.23%),₹114.50,"₹1,080",
Uttam Sugar Mills,,₹276.106.50(2.41%),₹279.30,"₹1,065",
Ador Welding,,₹769.5513.40(1.77%),₹783.75,"₹1,065",
Marathon Nextgen,,₹210.20-1.45(0.69%),₹230.60,"₹1,065",
Igarashi Motors,,₹347.95-3.20(0.91%),₹336.20,"₹1,058",
GM Breweries,,₹591.80-2.00(0.34%),₹577.75,"₹1,055",
WPIL,,"₹1,136.55-29.20(2.50%)","₹1,025.25","₹1,048",
Magellanic Cloud,,₹370.10-6.95(1.84%),₹377.80,"₹1,044",
Sutlej Textiles,,₹65.350.15(0.23%),₹63.25,"₹1,036",
Ashapura Minechem,,₹110.15-1.00(0.90%),₹112.40,"₹1,028",
Nureca,,"₹1,000.75-9.05(0.90%)","₹1,025.20","₹1,025",
Ultramarine,,₹0.000.00(0.00%),₹341.65,"₹1,025",
DCW,,₹37.650.30(0.80%),₹36.90,"₹1,024",
SML Isuzu,,₹684.85-5.05(0.73%),₹705.80,"₹1,021",
Suven Life Science,,₹71.651.55(2.21%),₹70.20,"₹1,020",
Sanghvi Movers,,₹221.95-1.40(0.63%),₹235.35,"₹1,018",
Apex Frozen Foods,,₹321.40-6.00(1.83%),₹321.65,"₹1,005",
Aptech,,₹244.05-9.10(3.59%),₹243.05,"₹1,005",
Clariant Chemicals,,₹438.503.35(0.77%),₹432.25,₹997,
Southern Petrochem,,₹53.300.05(0.09%),₹48.90,₹995,
RPG Life Sciences,,₹644.40-13.75(2.09%),₹600.45,₹993,
BF Investment,,₹268.851.65(0.62%),₹263.55,₹992,
Shankar Lal Rampal,,₹125.05-1.50(1.19%),₹464.55,₹990,
Andrew Yule & Co,,₹21.600.10(0.47%),₹20.25,₹990,
AGS Transact,,₹84.85-0.10(0.12%),₹82.45,₹990,
Ritesh Prop & Inds,,₹353.25-1.75(0.49%),₹349.50,₹988,
Dhanvarsha Finvest,,₹93.75-1.70(1.78%),₹643.45,₹987,
Media Matrix,,₹8.29-0.03(0.36%),₹8.39,₹986,
IFGL Refractories,,₹281.103.70(1.33%),₹273.80,₹986,
JTL Infra,,₹207.50-2.00(0.95%),₹929.20,₹986,
Bharat Bijlee,,"₹1,696.356.45(0.38%)","₹1,744.50",₹985,
Ambika Cotton Mills,,"₹1,782.154.90(0.28%)","₹1,721.15",₹985,
Orient Bell,,₹615.40-5.45(0.88%),₹682.80,₹984,
Transpek Industry,,₹0.000.00(0.00%),"₹1,752.85",₹977,
Sree Rayalaseema,,₹653.902.90(0.45%),₹569.65,₹977,
Kopran,,₹200.10-0.60(0.30%),₹202.45,₹976,
SMC Global Sec,,₹85.75-0.70(0.81%),₹87.05,₹975,
Prabhat Dairy,,₹99.600.00(0.00%),₹99.65,₹973,
Century Enka,,₹449.65-1.60(0.35%),₹444.70,₹971,
SP Apparels,,₹410.350.05(0.01%),₹378.30,₹971,
Dhanvarsha,,₹93.65-2.90(3.00%),₹89.90,₹968,
Repco Home Finance,,₹154.552.70(1.78%),₹154.70,₹967,
DISA India,,₹0.000.00(0.00%),"₹7,067.80",₹966,
Arihant Capital Mkt.,,₹71.10-0.05(0.07%),₹463.50,₹965,
KDDL,,₹781.50-15.75(1.98%),₹756.25,₹963,
Vardhman Steel,,₹249.404.30(1.75%),₹237.50,₹963,
Rane Holdings,,₹705.5036.50(5.46%),₹674.55,₹963,
IMPAL,,₹743.05-13.55(1.79%),₹770.75,₹961,
Jaybharat Textiles,,₹25.100.00(0.00%),₹25.10,₹960,
Ajmera Realty,,₹269.75-0.15(0.06%),₹270.65,₹960,
Jyoti Resins,,"₹2,772.3076.75(2.85%)","₹2,429.35",₹954,
Aurum Proptech,,₹111.70-1.20(1.06%),₹107.80,₹953,
PTC Financial Serv,,₹15.90-0.15(0.93%),₹14.85,₹953,
Taj GVK Hotels,,₹160.902.85(1.80%),₹151.90,₹952,
Shree Global Tradefin,,₹6.99-0.33(4.51%),₹7.89,₹952,
TCPL Packaging,,"₹1,027.2015.80(1.56%)","₹1,043.15",₹949,
India Nippon Elec,,₹426.9518.50(4.53%),₹417.90,₹945,
Shiva Cement,,₹45.900.55(1.21%),₹48.05,₹944,
Saksoft,,"₹1,041.95101.75(10.82%)",₹944.05,₹944,
Sanghi Industries,,₹40.850.55(1.36%),₹37.45,₹940,
Srikalahasthi Pipes,,₹200.800.00(0.00%),₹201.15,₹939,
Centrum Capital,,₹25.00-0.70(2.72%),₹23.65,₹939,
Sastasundar Ventures,,₹291.75-1.85(0.63%),₹295.00,₹938,
Medicamen Biotech,,₹766.5514.85(1.98%),₹765.55,₹935,
Black Rose Inds,,₹191.65-0.45(0.23%),₹180.15,₹933,
DCM Shriram Inds.,,₹0.000.00(0.00%),₹535.80,₹932,
Sterling Tools,,₹259.55-10.95(4.05%),₹258.75,₹932,
Suryoday Small Fin,,₹91.30-2.40(2.56%),₹87.85,₹932,
RSWM,,₹401.858.45(2.15%),₹394.75,₹929,
Udaipur Cement,,₹30.100.10(0.33%),₹29.85,₹929,
Hexa Tradex,,₹167.900.25(0.15%),₹168.10,₹928,
Emami Paper Mills,,₹169.701.00(0.59%),₹153.30,₹927,
Coffee Day Entr,,₹45.65-0.30(0.65%),₹43.65,₹922,
BCL Industries,,₹395.30-8.10(2.01%),₹380.80,₹919,
Zee Media Corp,,₹14.950.00(0.00%),₹14.70,₹919,
Nahar Poly Films,,₹346.453.30(0.96%),₹373.95,₹919,
Eldeco Housing & Ind,,₹539.20-5.85(1.07%),"₹4,635.65",₹912,
Aditya Vision,,"₹1,122.9553.45(5.00%)",₹895.35,₹911,
Welspun Specialty,,₹0.000.00(0.00%),₹16.90,₹909,
Everest Industries,,₹587.50-5.05(0.85%),₹579.10,₹907,
KMC Spl Hospitals,,₹53.25-0.90(1.66%),₹55.15,₹906,
Uniphos Enterprises,,₹131.05-0.50(0.38%),₹130.30,₹906,
Jagson Pal Pharma,,₹345.65-1.10(0.32%),₹345.75,₹905,
Prakash Industries,,₹52.00-0.75(1.42%),₹50.30,₹900,
Mishtann Foods,,₹8.290.01(0.12%),₹8.64,₹899,
Vardhman Holdings,,"₹2,951.65-10.85(0.37%)","₹2,808.10",₹896,
Dharamsi Morarji,,₹384.60-8.40(2.14%),₹358.50,₹894,
Bigbloc Construction,,₹117.20-4.15(3.42%),₹125.40,₹888,
Mangalam Cement,,₹319.706.45(2.06%),₹300.85,₹887,
Rushil Decor,,₹474.7012.45(2.69%),₹445.40,₹886,
Shree Digvijay,,₹62.600.75(1.21%),₹61.50,₹885,
Entertainment Network,,₹183.20-1.65(0.89%),₹185.25,₹883,
Parag Milk Foods,,₹91.750.10(0.11%),₹92.55,₹881,
Antony Waste,,₹318.60-3.15(0.98%),₹310.55,₹878,
Precision Wire India,,₹84.206.20(7.95%),₹378.75,₹876,
Indo Amines,,₹94.25-3.25(3.33%),₹247.50,₹875,
Vimta Labs,,₹386.150.90(0.23%),₹389.60,₹861,
Satin Creditcare,,₹112.052.30(2.10%),₹115.50,₹861,
GE Power India,,₹137.25-0.70(0.51%),₹128.00,₹860,
Ramco Systems,,₹274.35-1.85(0.67%),₹278.90,₹859,
Steel Cast,,₹490.0527.85(6.03%),₹423.10,₹856,
Visaka Industries,,₹495.40-1.05(0.21%),₹495.05,₹855,
Shakti Pumps,,₹470.55-2.70(0.57%),₹464.50,₹853,
Rajnandini Metal,,₹467.55-1.45(0.31%),₹462.35,₹852,
Ganesh Benzoplast,,₹135.45-2.60(1.88%),₹136.55,₹851,
DP Abhushan,,₹399.806.15(1.56%),₹382.70,₹851,
Music Broadcast,,₹24.700.20(0.82%),₹24.60,₹850,
Moschip Tech,,₹65.655.95(9.97%),₹53.80,₹849,
Balmer Lawie Invst,,₹394.505.05(1.30%),₹384.30,₹848,
TN Petro Products,,₹101.302.70(2.74%),₹94.05,₹846,
Precision Wires,,₹84.206.20(7.95%),₹73.15,₹845,
Enkei Wheels India,,₹553.209.20(1.69%),₹493.00,₹842,
Capital India Finance,,₹105.200.05(0.05%),₹106.00,₹839,
United Drilling,,₹392.00-8.65(2.16%),₹412.45,₹837,
Oriental Carbon,,₹894.054.45(0.50%),₹837.60,₹836,
Jash Engineering,,₹700.05-3.45(0.49%),₹700.80,₹836,
TGV SRAAC,,₹0.000.00(0.00%),₹81.80,₹835,
Anup Engineering,,₹850.6014.90(1.78%),₹845.75,₹835,
SEL Manufacturing,,₹796.10-41.85(4.99%),₹249.75,₹828,
Pearl Global Inds,,₹416.25-7.35(1.74%),₹378.75,₹820,
SEPC,,₹7.35-0.15(2.00%),₹7.85,₹813,
Cheviot Co,,"₹1,291.95-38.00(2.86%)","₹1,351.15",₹812,
Xchanging Solutions,,₹72.850.55(0.76%),₹72.85,₹811,
National Peroxide,,₹0.000.00(0.00%),"₹1,408.50",₹806,
5Paisa Capital,,₹281.05-1.70(0.60%),₹274.05,₹806,
Khaitan Chem & Fert,,₹83.95-0.90(1.06%),₹82.95,₹804,
Faze Three,,₹0.000.00(0.00%),₹312.65,₹803,
Bliss GVS Pharma,,₹78.80-0.35(0.44%),₹77.15,₹800,
Goodluck India,,₹351.5020.50(6.19%),₹307.05,₹798,
Arvind Smartspaces,,₹181.800.00(0.00%),₹188.10,₹798,
63 Moons Tech,,₹188.25-9.60(4.85%),₹173.10,₹797,
Sukhjit Starch,,₹512.1012.10(2.42%),₹537.75,₹797,
Bhageria Industries,,₹166.652.95(1.80%),₹181.95,₹794,
NCL Industries,,₹175.753.55(2.06%),₹174.35,₹788,
Arihant Capital,,₹71.10-0.05(0.07%),₹75.45,₹785,
Assoc Alcohol & Brew,,₹455.154.70(1.04%),₹433.10,₹783,
Satin Creditcare- PP,,₹67.600.00(0.00%),₹67.60,₹779,
Syncom Formulations,,₹9.00-0.02(0.22%),₹9.48,₹778,
Panacea Biotec,,₹138.05-0.35(0.25%),₹126.90,₹777,
Krishana Phoschem,,₹301.603.40(1.14%),₹262.25,₹777,
Urja Global,,₹13.000.35(2.77%),₹13.05,₹773,
GFL,,₹80.002.95(3.83%),₹69.80,₹766,
Shree Pushkar Chem,,₹223.456.20(2.85%),₹241.90,₹765,
Saint-Gobain,,₹83.301.10(1.34%),₹82.10,₹763,
Control Print,,₹455.702.70(0.60%),₹467.05,₹762,
Kuantum Papers,,₹82.502.00(2.48%),₹86.85,₹757,
Radhe Developers,,₹12.01-0.07(0.58%),₹12.30,₹755,
Beekay Steel Inds,,₹395.900.65(0.16%),₹391.05,₹754,
Dredging Corporation,,₹279.15-0.10(0.04%),₹268.30,₹751,
Texmaco Infra,,₹58.40-0.55(0.93%),₹58.90,₹750,
Speciality Restaurants,,₹185.40-7.30(3.79%),₹159.85,₹750,
Sigachi Inds,,₹249.151.70(0.69%),₹244.05,₹750,
Vikas Lifecare,,₹5.150.15(3.00%),₹6.05,₹744,
Venus Pipes & Tubes,,₹393.80-1.40(0.35%),₹365.75,₹742,
Lancer Container,,₹255.553.70(1.47%),₹246.15,₹741,
Roto Pumps,,₹453.552.25(0.50%),₹469.35,₹737,
Themis Medicare,,₹809.8017.80(2.25%),₹801.00,₹736,
Capacite Infra,,₹112.604.90(4.55%),₹108.55,₹736,
Finkurve Financial,,₹63.001.35(2.19%),₹56.20,₹735,
Rossell India,,₹209.20-6.30(2.92%),₹200.35,₹735,
Indian Hume Pipe,,₹148.65-2.40(1.59%),₹151.55,₹734,
Inox Wind Energy,,₹534.000.05(0.01%),₹496.75,₹731,
SMS Pharmaceuticals,,₹87.10-0.30(0.34%),₹86.25,₹730,
Aurionpro Solutions,,₹333.706.45(1.97%),₹318.30,₹725,
Nalwa Sons Invst,,"₹1,441.506.50(0.45%)","₹1,405.75",₹722,
Timex Group,,₹0.000.00(0.00%),₹68.55,₹721,
Indo Amines,,₹95.05-2.40(2.46%),₹101.85,₹720,
Reliance Comm,,₹2.200.00(0.00%),₹2.60,₹719,
Shreyas Shipping,,₹325.703.90(1.21%),₹325.50,₹714,
Madras Fertilizers,,₹47.90-1.05(2.15%),₹44.30,₹713,
Dhunseri Ventures,,₹204.15-1.75(0.85%),₹203.65,₹713,
GIC Housing Finance,,₹133.55-0.55(0.41%),₹132.45,₹713,
Hp Adhesives,,₹414.5518.65(4.71%),₹387.00,₹711,
Agarwal Inds Corp,,₹623.1044.60(7.71%),₹492.05,₹711,
Rama Steel Tubes,,₹481.2522.55(4.92%),₹422.20,₹709,
Andhra Petrochem,,₹0.000.00(0.00%),₹84.45,₹709,
Nagarjuna Fertilizer,,₹8.50-0.30(3.41%),₹11.83,₹708,
Quint Digital Media,,₹335.003.65(1.10%),₹306.55,₹704,
Salasar Techno,,₹27.30-1.10(3.87%),₹24.65,₹704,
Artemis Medicare,,₹51.10-0.40(0.78%),₹53.00,₹703,
Automotive Stamping,,₹414.40-9.25(2.18%),₹442.75,₹702,
3i Infotech,,₹40.850.80(2.00%),₹41.65,₹701,
Jayant Agro-Organics,,₹214.400.35(0.16%),₹233.20,₹699,
Urja Global - PP,,₹9.770.00(0.00%),₹9.77,₹698,
Allied Digital Serv,,₹121.905.75(4.95%),₹128.50,₹696,
Salasar Techno,,₹27.30-1.10(3.87%),₹243.60,₹695,
DCM Shriram Inds,,₹78.251.05(1.36%),₹79.90,₹695,
Allsec Technologies,,₹486.000.45(0.09%),₹455.60,₹694,
Zota Health Care,,₹274.101.00(0.37%),₹275.35,₹692,
Ravindra Energy,,₹49.55-0.55(1.10%),₹49.25,₹691,
Orient Green Power,,₹9.800.10(1.03%),₹9.20,₹690,
Rajapalayam Mills,,₹0.000.00(0.00%),₹812.05,₹689,
Kellton Tech Soln,,₹73.25-0.90(1.21%),₹71.45,₹689,
Deccan Cements,,₹513.5514.85(2.98%),₹492.35,₹689,
Cerebra Intg Tech,,₹53.852.00(3.86%),₹56.80,₹688,
Seacoast Ship. Serv,,₹2.520.12(5.00%),₹204.05,₹687,
Shri Jagdamba Poly,,₹795.908.30(1.05%),₹795.30,₹684,
Vishwaraj Sugar Ind.,,₹17.450.05(0.29%),₹181.80,₹683,
Jay Bharat Maruti,,₹162.051.55(0.97%),₹157.65,₹682,
Kokuyo Camlin,,₹71.552.60(3.77%),₹67.40,₹676,
Sanmit Infra,,₹453.254.45(0.99%),₹422.60,₹675,
Oswal Greentech,,₹25.60-0.10(0.39%),₹26.25,₹674,
Arihant Superstructures,,₹177.3515.00(9.24%),₹163.85,₹674,
Nahar Cap & Fin,,₹375.701.15(0.31%),₹401.00,₹671,
Digispice Tech,,₹31.60-0.25(0.78%),₹28.55,₹659,
Equippp Social,,₹68.000.00(0.00%),₹63.85,₹658,
Hi-Tech Pipes,,₹532.708.80(1.68%),₹535.35,₹656,
Mac Charles,,₹495.5053.00(11.98%),₹482.95,₹653,
Vinyl Chemicals,,₹358.354.35(1.23%),₹354.05,₹649,
KICL,,"₹1,520.9016.25(1.08%)","₹1,487.80",₹649,
Raghuvir Synthetics,,₹155.601.45(0.94%),₹159.65,₹649,
Ugar Sugar Works,,₹58.750.25(0.43%),₹57.65,₹648,
RACL Geartech,,₹546.15-11.55(2.07%),₹573.80,₹647,
SOM Distilleries,,₹89.95-0.35(0.39%),₹92.45,₹647,
Spencer's Retail,,₹76.00-1.60(2.06%),₹71.65,₹644,
Rajnish Wellness,,₹19.500.15(0.78%),₹249.55,₹639,
Guj Themis Biosyn,,₹0.000.00(0.00%),₹529.85,₹638,
Deep Industries,,₹194.400.00(0.00%),₹199.25,₹637,
Sangam Renewables,,₹357.509.85(2.83%),₹299.15,₹637,
Rajnish Wellness,,₹19.500.15(0.78%),₹19.00,₹635,
Zuari Agro Chem,,₹166.450.25(0.15%),₹150.80,₹634,
Gloster,,"₹1,147.5519.55(1.73%)","₹1,156.35",₹631,
Ruby Mills,,₹469.7520.55(4.57%),₹376.85,₹630,
VLIFEPP,,₹2.050.00(0.00%),₹2.05,₹630,
KSE,,₹0.000.00(0.00%),"₹1,923.05",₹623,
Rane (Madras),,₹385.100.10(0.03%),₹379.80,₹617,
Jindal Drilling,,₹211.70-1.05(0.49%),₹213.20,₹617,
Talbros Automotive,,₹538.8513.00(2.47%),₹497.95,₹614,
Jubilant Industries,,₹410.10-1.20(0.29%),₹407.55,₹614,
Summit Securities,,₹603.005.55(0.93%),₹560.30,₹610,
Oriental Rail Infra,,₹111.451.90(1.73%),₹110.65,₹610,
Raghav Productivity,,₹657.701.65(0.25%),₹628.85,₹610,
Radhe Developers,,₹12.01-0.07(0.58%),₹239.90,₹604,
Lincoln Pharma,,₹314.059.85(3.24%),₹301.55,₹604,
Automobile Corp Goa,,₹0.000.00(0.00%),₹990.00,₹603,
Nelcast,,₹69.900.15(0.22%),₹69.15,₹601,
Universal Cables,,₹182.554.40(2.47%),₹172.95,₹600,
D Link (India),,₹164.250.50(0.31%),₹168.15,₹597,
Kanoria Chemical,,₹130.50-2.95(2.21%),₹136.70,₹597,
Creative Peripherals,,₹466.40-3.55(0.76%),₹497.15,₹596,
HLV,,₹9.30-0.15(1.59%),₹9.00,₹593,
Asian Granito India,,₹51.900.35(0.68%),₹46.55,₹590,
Rico Auto Inds,,₹48.550.80(1.68%),₹43.55,₹589,
John Cockerill,,₹0.000.00(0.00%),"₹1,197.25",₹589,
Orient Paper,,₹30.65-0.40(1.29%),₹27.75,₹588,
Gallantt Ispat,,₹72.951.20(1.67%),₹72.05,₹585,
Harita Seating Sys,,₹766.550.00(0.00%),₹751.70,₹584,
Man Industries,,₹96.80-0.50(0.51%),₹96.40,₹579,
Anjani Portland Cement,,₹227.501.15(0.51%),₹228.40,₹577,
HCL Infosystems,,₹17.300.05(0.29%),₹17.40,₹572,
IST,,₹480.4019.90(4.32%),₹477.75,₹571,
AGI Infra,,₹546.40-7.30(1.32%),₹516.40,₹568,
Indo Borax & Chem.,,₹124.400.30(0.24%),"₹1,767.85",₹567,
Jai Balaji Inds,,₹45.95-0.05(0.11%),₹47.30,₹563,
Onward Technologies,,₹248.20-0.10(0.04%),₹253.75,₹562,
Universus Photo,,₹517.40-5.80(1.11%),₹510.35,₹558,
Fermenta Biotech,,₹193.602.30(1.20%),₹191.85,₹558,
IFB Agro Industries,,₹580.803.60(0.62%),₹596.40,₹558,
VLS Finance,,₹145.700.00(0.00%),₹142.90,₹552,
